locationid	dateforecastfor	dateforecastmade	maxtemp	mintemp	tempunit	conditions	conditionsicon
EastLothian	2018-09-15	2018-09-12	16	12	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Fife	2018-09-13	2018-09-12	14	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-09-14	2018-09-12	14	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-09-15	2018-09-12	15	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-09-16	2018-09-16	16	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-09-17	2018-09-17	18	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-09-18	2018-09-18	18	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-09-16	2018-09-15	15	8	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
WestLothian	2018-09-17	2018-09-15	16	13	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-09-18	2018-09-15	17	12	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Midlothian	2018-09-16	2018-09-15	15	8	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Midlothian	2018-09-17	2018-09-15	16	13	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-09-18	2018-09-15	16	11	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
EastLothian	2018-09-16	2018-09-15	16	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-09-17	2018-09-15	17	14	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-09-18	2018-09-15	18	13	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-09-16	2018-09-15	16	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-09-17	2018-09-15	16	14	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-09-18	2018-09-15	17	12	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2018-09-21	2018-09-21	13	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-09-19	2018-09-19	15	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2018-09-20	2018-09-20	13	7	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-09-19	2018-09-18	13	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-09-20	2018-09-18	12	7	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-09-21	2018-09-18	12	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-09-19	2018-09-18	13	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Midlothian	2018-09-20	2018-09-18	12	7	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Midlothian	2018-09-21	2018-09-18	11	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-09-19	2018-09-18	15	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-09-20	2018-09-18	13	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
EastLothian	2018-09-21	2018-09-18	13	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-09-19	2018-09-18	15	9	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Fife	2018-09-20	2018-09-18	13	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Fife	2018-09-21	2018-09-18	13	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-09-23	2018-09-23	12	5	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-09-22	2018-09-22	14	3	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-09-24	2018-09-24	13	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-09-22	2018-09-21	12	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-09-23	2018-09-21	9	3	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-09-24	2018-09-21	13	4	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-09-22	2018-09-21	12	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-09-23	2018-09-21	8	3	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Midlothian	2018-09-24	2018-09-21	12	4	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-09-25	2018-09-25	15	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-09-27	2018-09-27	16	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-09-26	2018-09-26	17	13	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-09-25	2018-09-24	13	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-09-26	2018-09-24	16	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-09-27	2018-09-24	13	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-09-25	2018-09-24	13	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-09-26	2018-09-24	16	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-09-27	2018-09-24	13	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-09-28	2018-09-28	12	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-09-29	2018-09-29	12	7	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-09-30	2018-09-30	12	2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-09-28	2018-09-27	13	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-09-29	2018-09-27	12	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-09-30	2018-09-27	12	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-09-28	2018-09-27	12	6	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-09-29	2018-09-27	12	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-09-30	2018-09-27	11	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-09-28	2018-09-27	13	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-09-29	2018-09-27	13	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-09-30	2018-09-27	13	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-09-28	2018-09-27	13	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-09-29	2018-09-27	12	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-09-30	2018-09-27	12	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-01	2018-10-01	11	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-10-02	2018-10-02	13	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-10-03	2018-10-03	15	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-01	2018-09-30	11	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-02	2018-09-30	11	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-03	2018-09-30	14	11	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Midlothian	2018-10-01	2018-09-30	11	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-10-02	2018-09-30	11	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-10-03	2018-09-30	14	11	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
EastLothian	2018-10-01	2018-09-30	11	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-10-02	2018-09-30	13	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-03	2018-09-30	14	12	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Fife	2018-10-01	2018-09-30	11	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-10-02	2018-09-30	12	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-10-03	2018-09-30	14	12	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2018-10-04	2018-10-04	16	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-05	2018-10-05	13	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-06	2018-10-06	11	3	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-10-04	2018-10-03	14	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-10-05	2018-10-03	11	4	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-10-06	2018-10-03	11	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-10-04	2018-10-03	14	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-10-05	2018-10-03	10	4	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-10-06	2018-10-03	10	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-04	2018-10-03	16	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-05	2018-10-03	11	7	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
EastLothian	2018-10-06	2018-10-03	11	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-10-04	2018-10-03	16	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-10-05	2018-10-03	12	5	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Fife	2018-10-06	2018-10-03	11	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-07	2018-10-07	12	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-10-08	2018-10-08	15	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-10-09	2018-10-09	15	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-07	2018-10-06	12	11	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-10-08	2018-10-06	14	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-10-09	2018-10-06	15	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-10-07	2018-10-06	11	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-10-08	2018-10-06	14	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-10-09	2018-10-06	14	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-07	2018-10-06	13	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-10-08	2018-10-06	16	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-10-09	2018-10-06	16	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-10-07	2018-10-06	12	11	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Fife	2018-10-08	2018-10-06	14	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-10-09	2018-10-06	16	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-10	2018-10-10	15	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-10-11	2018-10-11	17	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2018-10-12	2018-10-12	17	11	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-10-10	2018-10-09	21	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-10-11	2018-10-09	18	9	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-10-12	2018-10-09	17	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-10-10	2018-10-09	21	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-10-11	2018-10-09	18	9	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Midlothian	2018-10-12	2018-10-09	16	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-10-10	2018-10-09	20	13	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-10-11	2018-10-09	19	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-10-12	2018-10-09	18	13	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Fife	2018-10-10	2018-10-09	18	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-10-11	2018-10-09	18	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-10-12	2018-10-09	17	13	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2018-10-13	2018-10-13	15	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-10-14	2018-10-14	12	4	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-10-15	2018-10-15	13	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-13	2018-10-12	14	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
WestLothian	2018-10-14	2018-10-12	11	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-10-15	2018-10-12	13	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-10-13	2018-10-12	13	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Midlothian	2018-10-14	2018-10-12	10	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-10-15	2018-10-12	12	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-13	2018-10-12	14	9	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
EastLothian	2018-10-14	2018-10-12	12	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-10-15	2018-10-12	14	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-10-13	2018-10-12	13	9	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Fife	2018-10-14	2018-10-12	11	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-10-15	2018-10-12	13	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-10-16	2018-10-16	15	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-17	2018-10-17	12	4	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-10-18	2018-10-18	12	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-16	2018-10-15	13	8	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
WestLothian	2018-10-17	2018-10-15	12	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-18	2018-10-15	12	4	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-10-19	2018-10-19	12	7	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2018-10-21	2018-10-21	16	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-20	2018-10-20	15	13	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-19	2018-10-18	12	7	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-10-20	2018-10-18	14	12	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
WestLothian	2018-10-21	2018-10-18	13	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-10-19	2018-10-18	12	7	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-10-20	2018-10-18	15	12	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-10-21	2018-10-18	13	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-10-19	2018-10-18	13	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-20	2018-10-18	16	13	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-21	2018-10-18	15	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-10-19	2018-10-18	13	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-10-20	2018-10-18	15	13	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Fife	2018-10-21	2018-10-18	14	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-22	2018-10-22	11	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-23	2018-10-23	13	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-24	2018-10-24	12	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
WestLothian	2018-10-22	2018-10-21	11	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-23	2018-10-21	13	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-10-24	2018-10-21	13	7	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Midlothian	2018-10-22	2018-10-21	11	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-10-23	2018-10-21	13	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-10-24	2018-10-21	13	7	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
EastLothian	2018-10-22	2018-10-21	12	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-23	2018-10-21	14	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-24	2018-10-21	14	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-10-22	2018-10-21	12	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-10-23	2018-10-21	14	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-10-24	2018-10-21	14	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-25	2018-10-25	13	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-26	2018-10-26	9	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2018-10-27	2018-10-27	7	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-10-25	2018-10-24	12	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-10-26	2018-10-24	8	-1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-27	2018-10-24	7	1	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-10-25	2018-10-24	12	3	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Midlothian	2018-10-26	2018-10-24	7	0	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-10-27	2018-10-24	7	2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
EastLothian	2018-10-25	2018-10-24	13	6	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
EastLothian	2018-10-26	2018-10-24	9	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-27	2018-10-24	8	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-10-25	2018-10-24	13	4	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Fife	2018-10-26	2018-10-24	9	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-10-27	2018-10-24	8	3	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-10-28	2018-10-28	8	-1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-10-29	2018-10-29	7	0	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-10-30	2018-10-30	8	0	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-10-28	2018-10-27	7	-2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-10-29	2018-10-27	7	2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-10-30	2018-10-27	6	1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-10-28	2018-10-27	7	-1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-10-29	2018-10-27	7	2	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-10-30	2018-10-27	6	1	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
EastLothian	2018-10-28	2018-10-27	8	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-10-29	2018-10-27	8	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-10-30	2018-10-27	8	4	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Fife	2018-10-28	2018-10-27	8	1	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-10-29	2018-10-27	8	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-10-30	2018-10-27	8	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-10-31	2018-10-31	9	3	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2018-11-01	2018-11-01	7	2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-11-02	2018-11-02	8	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-10-31	2018-10-30	9	3	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-11-01	2018-10-30	8	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
WestLothian	2018-11-02	2018-10-30	8	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-10-31	2018-10-30	8	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-11-01	2018-10-30	7	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Midlothian	2018-11-02	2018-10-30	8	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-10-31	2018-10-30	10	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-11-01	2018-10-30	8	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-11-02	2018-10-30	9	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-10-31	2018-10-30	9	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-11-01	2018-10-30	8	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Fife	2018-11-02	2018-10-30	9	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2018-11-04	2018-11-04	12	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-11-03	2018-11-03	15	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2018-11-05	2018-11-05	11	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-11-03	2018-11-02	13	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
WestLothian	2018-11-04	2018-11-02	12	6	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
WestLothian	2018-11-05	2018-11-02	10	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-11-03	2018-11-02	12	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Midlothian	2018-11-04	2018-11-02	12	6	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Midlothian	2018-11-05	2018-11-02	10	7	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
EastLothian	2018-11-03	2018-11-02	13	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
EastLothian	2018-11-04	2018-11-02	13	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
EastLothian	2018-11-05	2018-11-02	11	8	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Fife	2018-11-03	2018-11-02	13	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Fife	2018-11-04	2018-11-02	12	7	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Fife	2018-11-05	2018-11-02	11	8	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
